Game to Catch in,Catch Methods,Pokemon
Pokémon Rumble World," Black Realm: Soothing Shore (All Areas)
",Basculin
Pokémon Black," Evolve Petilil
",Lilligant
Pokémon White," Pinwheel Forest (inner), Lostlorn Forest, Abundant Shrine (rustling grass)
",Lilligant
Pokémon Black 2," Evolve Petilil
",Lilligant
Pokémon White 2," Pinwheel Forest (inner), Lostlorn Forest, Castelia City, Abundant Shrine, Victory Road (rustling grass)
",Lilligant
Pokémon X and Y," Evolve Petilil
",Lilligant
Pokémon Omega Ruby and Alpha Sapphire," Evolve Petilil
",Lilligant
Pokémon Sun," Trade
",Lilligant
Pokémon Moon," Evolve Petilil
",Lilligant
Pokémon Ultra Sun," Trade
",Lilligant
Pokémon Ultra Moon," Evolve Petilil
",Lilligant
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Lilligant
Pokémon Sword and Shield," Unobtainable
",Lilligant
Pokémon Rumble Blast," Treetops: Shimmering Lake, World Axle - B2F
",Lilligant
PokéPark 2: Wonders Beyond," Arbor Area
",Lilligant
Pokémon Conquest," Greenleaf
",Lilligant
Pokémon Mystery Dungeon: Gates to Infinity," Withered Savanna (1F-17F), Holehills (1F-12F), Canyon Foot (1F-9F), Silent Tundra (Gilded Hall), Dreamy Island (Gilded Hall), Moonlit Forest (Uncharted Road, Gilded Hall), Rusty Mountain (Uncharted Road)
",Lilligant
Pokémon Rumble U," Flower Garden: The Garden at the End of Time
",Lilligant
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Lilligant
Pokémon Shuffle," Castle Noapte: Stage 127
",Lilligant
Pokémon Rumble World," Leafy Expanse: Royal Garden (Center Boss, Back)
",Lilligant
Pokémon Picross," Area 24: Stage 07
",Lilligant
Pokémon Black," Trade Cottonee in Nacrene City
",Petilil
Pokémon White," Pinwheel Forest (inner), Lostlorn Forest, Abundant Shrine
",Petilil
Pokémon Black 2," Trade Cottonee on Route 4
",Petilil
Pokémon White 2," Pinwheel Forest (inner), Lostlorn Forest, Castelia City, Abundant Shrine, Victory Road
",Petilil
Pokémon Dream World," Pleasant Forest*
",Petilil
Pokémon X and Y," Friend Safari (Grass)
",Petilil
Pokémon Omega Ruby and Alpha Sapphire," Mirage Forests (west of Route 114, south of Route 132)
",Petilil
Pokémon Sun," Trade
",Petilil
Pokémon Moon," Malie Garden, Melemele Meadow, Poni Meadow, Poni Plains, Ula'ula Meadow
",Petilil
Pokémon Ultra Sun," Trade
",Petilil
Pokémon Ultra Moon," Malie Garden, Melemele Meadow, Poni Meadow, Poni Plains, Ula'ula Meadow
",Petilil
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Petilil
Pokémon Sword and Shield," Unobtainable
",Petilil
Pokémon Rumble Blast," Treetops: Shimmering Lake, World Axle - B2F; Field: Shimmering Lake
",Petilil
PokéPark 2: Wonders Beyond," Cove Area
",Petilil
Pokémon Conquest," Greenleaf
",Petilil
Pokémon Mystery Dungeon: Gates to Infinity," Stompstump Peak, Desolate Canyon (1F-7F), Forest Grotto (1F-7F), Mountain Pass (1F-7F), Silent Tundra (Gilded Hall), Dreamy Island (Gilded Hall), Moonlit Forest (Uncharted Road, Gilded Hall), Rusty Mountain (Uncharted Road), Ivy Park (3F-14F)
",Petilil
Pokémon Rumble U," Adventure Area: Grab and Go!
",Petilil
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Petilil
Pokémon Shuffle," Sweet Strasse: Stage 84
",Petilil
Pokémon Rumble World," Leafy Expanse: Royal Garden (All Areas)
",Petilil
Pokémon Black," Pinwheel Forest (inner), Lostlorn Forest, Abundant Shrine (rustling grass)
",Whimsicott
Pokémon White," Evolve Cottonee
",Whimsicott
Pokémon Black 2," Pinwheel Forest (inner), Lostlorn Forest, Castelia City, Abundant Shrine, Victory Road (rustling grass)
",Whimsicott
Pokémon White 2," Evolve Cottonee
",Whimsicott
Pokémon X and Y," Trade
",Whimsicott
Pokémon Omega Ruby and Alpha Sapphire," Evolve Cottonee
",Whimsicott
Pokémon Sun," Evolve Cottonee
",Whimsicott
Pokémon Moon," Trade
",Whimsicott
Pokémon Ultra Sun," Evolve Cottonee
",Whimsicott
Pokémon Ultra Moon," Trade
",Whimsicott
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Whimsicott
Pokémon Sword and Shield,"
",Whimsicott
Pokémon Rumble Blast," Forest: Misty Edgewater, World Axle - B1F
",Whimsicott
PokéPark 2: Wonders Beyond," Arbor Area
",Whimsicott
Pokémon Conquest," Greenleaf
",Whimsicott
Pokémon Mystery Dungeon: Gates to Infinity," Hazy Pass (Gilded Hall), Stompstump Peak (Gilded Hall), Desolate Canyon (Gilded Hall), Forest Grotto (Gilded Hall), Breezy Meadow (1F-8F), Tempting Path (1F-9F), Crags of Lament (1F-9F), Telluric Path (B1-B10), Redland Reaches (1F-10F), Daybreak Ridge (Gilded Hall), Grove of Whispers (Gilded Hall), Silent Tundra (Gilded Hall), Dreamy Island (Gilded Hall), Moonlit Forest (Uncharted Road, Gilded Hall), Rusty Mountain (Uncharted Road)
",Whimsicott
Pokémon Rumble U," Jungle Area: Serperior Jungle, Adventure Area: Sweet, Light, and Fluffy,, Challenge Battle: Open Entry Battle Royale
",Whimsicott
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Whimsicott
Pokémon Shuffle," Jungle Verde: Stage 138, Event: Pokémon Safari (11th release; Winking)
",Whimsicott
Pokémon Rumble World," Distortion Land: Gracious Woodlands (Special)
",Whimsicott
Pokémon Picross," Area 04: Stage 01
",Whimsicott
Pokémon Black," Pinwheel Forest (inner), Lostlorn Forest, Abundant Shrine
",Cottonee
Pokémon White," Trade Petilil in Nacrene City
",Cottonee
Pokémon Black 2," Pinwheel Forest (inner), Lostlorn Forest, Castelia City, Abundant Shrine, Victory Road
",Cottonee
Pokémon White 2," Trade Petilil on Route 4
",Cottonee
Pokémon Dream World," Pleasant Forest*
",Cottonee
Pokémon X and Y," Trade
",Cottonee
Pokémon Omega Ruby and Alpha Sapphire," Petalburg Woods (hidden Pokémon*)
",Cottonee
Pokémon Sun," Malie Garden, Melemele Meadow, Poni Meadow, Poni Plains, Ula'ula Meadow
",Cottonee
Pokémon Moon," Trade
",Cottonee
Pokémon Ultra Sun," Malie Garden, Melemele Meadow, Poni Meadow, Poni Plains, Ula'ula Meadow
",Cottonee
Pokémon Ultra Moon," Trade
",Cottonee
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Cottonee
Pokémon Sword and Shield," Stony Wilderness, trade Minccino in Hulbury
",Cottonee
Pokémon Rumble Blast," Forest: Misty Edgewater, Field: Misty Edgewater
",Cottonee
PokéPark 2: Wonders Beyond," Arbor Area
",Cottonee
Pokémon Conquest," Greenleaf
",Cottonee
Pokémon Mystery Dungeon: Gates to Infinity," Mountain Pass (1F-7F), Inflora Forest (1F-8F), Breezy Meadow (1F-8F), Silent Tundra (Gilded Hall), Dreamy Island (Gilded Hall), Moonlit Forest (Uncharted Road, Gilded Hall), Rusty Mountain (Uncharted Road)
",Cottonee
Pokémon Rumble U," Jungle Area: Serperior Jungle
",Cottonee
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Cottonee
Pokémon Shuffle," Sweet Strasse: Stage 83, Event: Pokémon Safari (11th release; Winking)
",Cottonee
Pokémon Rumble World," Distortion Land: Gracious Woodlands (All Areas)
",Cottonee
Pokémon Black and White," Evolve Whirlipede
",Scolipede
Pokémon Black 2 and White 2," Pinwheel Forest (inner; rustling grass)
",Scolipede
Pokémon Dream World," Pleasant Forest*
",Scolipede
Pokémon X and Y," Evolve Whirlipede
",Scolipede
Pokémon Omega Ruby and Alpha Sapphire," Trade
",Scolipede
Pokémon Sun and Moon," Evolve Whirlipede
",Scolipede
Pokémon Ultra Sun and Ultra Moon," Trade
",Scolipede
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Scolipede
Pokémon Sword and Shield," Unobtainable
",Scolipede
Pokémon Rumble Blast," Treetops: World Axle - B2F
",Scolipede
PokéPark 2: Wonders Beyond," Arbor Area
",Scolipede
Pokémon Conquest," Evolve Whirlipede
",Scolipede
Pokémon Mystery Dungeon: Gates to Infinity," Withered Savanna (1F-17F), Holehills (1F-12F), Windy Shoreline (1F-11F), Canyon Foot (1F-9F), Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall)
",Scolipede
Pokémon Rumble U," Flower Garden: Guardians of the Flower Patch, Challenge Battle: The Battle for Sky and Land
",Scolipede
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Scolipede
Pokémon Shuffle," Blau Salon: Stage 444
",Scolipede
Pokémon Rumble World," Plasma Tundra: Endless Cave (All Areas, Entrance Boss)
",Scolipede
Pokémon Picross," Area 29: Stage 01
",Scolipede
Pokémon Black and White," Pinwheel Forest (inner) (dark grass)
",Whirlipede
Pokémon Black 2 and White 2," Pinwheel Forest (inner), Lostlorn Forest (dark grass)
",Whirlipede
Pokémon X and Y," Friend Safari (Poison)
",Whirlipede
Pokémon Omega Ruby and Alpha Sapphire," Trade
",Whirlipede
Pokémon Sun and Moon," Evolve Venipede
",Whirlipede
Pokémon Ultra Sun and Ultra Moon," Trade
",Whirlipede
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Whirlipede
Pokémon Sword and Shield," Unobtainable
",Whirlipede
Pokémon Rumble Blast," Treetops: Sun-Dappled Bank, World Axle - B2F
",Whirlipede
PokéPark 2: Wonders Beyond," Arbor Area
",Whirlipede
Pokémon Conquest," Chrysalia, Viperia
",Whirlipede
Pokémon Mystery Dungeon: Gates to Infinity," Glacier Palace - Eastern Spire (1F-12F main story-line only), Glacier Palace - Western Spire (1F-12F), Worldcore (1F-13F), Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall)
",Whirlipede
Pokémon Rumble U," Flower Garden: Guardians of the Flower Patch, Variety Battle: Pokémon on a Roll,, Challenge Battle: The Battle for Sky and Land
",Whirlipede
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Whirlipede
Pokémon Shuffle," Blau Salon: Stage 439
",Whirlipede
Pokémon Rumble World," Dark Land: Murky Cavern (All Areas), Plasma Tundra: Endless Cave (All Areas)
",Whirlipede
Pokémon Masters," Sync Pair Scout (Roxie's)
",Whirlipede
Pokémon Black and White," Pinwheel Forest (inner), Lostlorn Forest
",Venipede
Pokémon Black 2 and White 2," Lostlorn Forest, Route 20 (dark grass)
",Venipede
Pokémon X and Y," Route 6 (Rustling bush)
",Venipede
Pokémon Omega Ruby and Alpha Sapphire," Trade
",Venipede
Pokémon Sun and Moon," Route 4 (Island Scan)^Th
",Venipede
Pokémon Ultra Sun and Ultra Moon," Trade
",Venipede
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Venipede
Pokémon Sword and Shield," Unobtainable
",Venipede
Pokémon Rumble Blast," Treetops: Sun-Dappled Bank, Field: Sun-Dappled Bank
",Venipede
PokéPark 2: Wonders Beyond," Arbor Area
",Venipede
Pokémon Conquest," Chrysalia, Viperia, Dragnor
",Venipede
Pokémon Mystery Dungeon: Gates to Infinity," Breezy Meadow (1F-8F), Tempting Path (1F-9F), Crags of Lament (1F-9F), Telluric Path (B1-B10), Redland Reaches (1F-10F), Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall), Skill Treasury (1F-15F)
",Venipede
Pokémon Rumble U," Flower Garden: Guardians of the Flower Patch, Challenge Battle: The Battle for Sky and Land
",Venipede
Pokémon Battle Trozei," Sacred Plains: Stage 4
",Venipede
Pokémon Shuffle," Blau Salon: Stage 435
",Venipede
Pokémon Rumble World," Dark Land: Murky Cavern (All Areas), Plasma Tundra: Endless Cave (All Areas)
",Venipede
Pokémon Black and White," Route 6, Lostlorn Forest (Rustling grass)
",Leavanny
Pokémon Black 2 and White 2," Routes 6 and 12, Lostlorn Forest (Rustling grass), Lostlorn Forest (Hidden Grotto)
",Leavanny
Pokémon X and Y," Evolve Swadloon
",Leavanny
Pokémon Omega Ruby and Alpha Sapphire," Evolve Swadloon
",Leavanny
Pokémon Sun and Moon," Poni Meadow (Island Scan)^We
",Leavanny
Pokémon Ultra Sun and Ultra Moon," Poni Meadow (Island Scan)^We
",Leavanny
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Leavanny
Pokémon Sword and Shield," Unobtainable
",Leavanny
Pokémon Rumble Blast," Treetops: Soothing Shore, World Axle - B2F
",Leavanny
PokéPark 2: Wonders Beyond," Arbor Area
",Leavanny
Pokémon Conquest," Evolve Swadloon
",Leavanny
Pokémon Mystery Dungeon: Gates to Infinity," Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall)
",Leavanny
Pokémon Rumble U," Verdant Plaza: Green Hide-and-Seek
",Leavanny
Pokémon Battle Trozei," Dragon Hill: Stage 1
",Leavanny
Pokémon Shuffle," Event: Pokémon Safari (11th release)
",Leavanny
Pokémon Rumble World," Starlight Islands: Time-Leap Plains (Back Boss)
",Leavanny
Pokémon Black and White," Route 6, Lostlorn Forest, Pinwheel Forest (inner) (dark grass)
",Swadloon
Pokémon Black 2 and White 2," Route 6, Pinwheel Forest (inner), Lostlorn Forest
",Swadloon
Pokémon X and Y," Friend Safari (Grass)
",Swadloon
Pokémon Omega Ruby and Alpha Sapphire," Evolve Sewaddle
",Swadloon
Pokémon Sun and Moon," Evolve Sewaddle
",Swadloon
Pokémon Ultra Sun and Ultra Moon," Evolve Sewaddle
",Swadloon
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Swadloon
Pokémon Sword and Shield," Unobtainable
",Swadloon
Pokémon Rumble Blast," Treetops: Soothing Shore
",Swadloon
Pokémon Conquest," Greenleaf, Chrysalia
",Swadloon
Pokémon Mystery Dungeon: Gates to Infinity," Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall)
",Swadloon
Pokémon Rumble U," Verdant Plaza: Green Hide-and-Seek
",Swadloon
Pokémon Battle Trozei," Dragon Hill: Stage 1
",Swadloon
Pokémon Shuffle," Event: Pokémon Safari (11th release)
",Swadloon
Pokémon Rumble World," Starlight Islands: Time-Leap Plains (All Areas)
",Swadloon
Pokémon Black and White," Pinwheel Forest (inner)
",Sewaddle
Pokémon Black 2 and White 2," Routes 12 and 20
",Sewaddle
Pokémon X and Y," Breed Swadloon or Leavanny
",Sewaddle
Pokémon Omega Ruby and Alpha Sapphire," Routes 101 and 104 (hidden Pokémon*)
",Sewaddle
Pokémon Sun and Moon," Breed Leavanny
",Sewaddle
Pokémon Ultra Sun and Ultra Moon," Breed Leavanny
",Sewaddle
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Sewaddle
Pokémon Sword and Shield," Unobtainable
",Sewaddle
Pokémon Rumble Blast," Treetops: Soothing Shore, Field: Soothing Shore
",Sewaddle
PokéPark 2: Wonders Beyond," Arbor Area
",Sewaddle
Pokémon Conquest," Greenleaf, Chrysalia, Valora
",Sewaddle
Pokémon Mystery Dungeon: Gates to Infinity," Hazy Pass (1F-8F), Stompstump Peak, Forest Grotto (1F-7F), Mountain Pass (1F-7F), Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall) Moonlit Forest (Gilded Hall)
",Sewaddle
Pokémon Rumble U," Verdant Plaza: Green Hide-and-Seek
",Sewaddle
Pokémon Battle Trozei," Safari Jungle: Stage 1^Su
",Sewaddle
Pokémon Shuffle," Event: Pokémon Safari (11th release)
",Sewaddle
Pokémon Rumble World," Starlight Islands: Time-Leap Plains (All Areas)
",Sewaddle
Pokémon Black," Routes 10, 15, and 18, Pinwheel Forest (outside) (tall grass)
",Sawk
Pokémon White," Routes 10, 15, and 18, Pinwheel Forest (outside) (rustling grass)
",Sawk
Pokémon Black 2," Routes 15, 18, and 23, Pinwheel Forest (outside) (tall grass), Victory Road (rustling grass)
",Sawk
Pokémon White 2," Routes 15, 18, and 23, Pinwheel Forest (outside), Victory Road (rustling grass)
",Sawk
Pokémon Dream World," Dream Park*
",Sawk
Pokémon X," Route 11, Friend Safari (Fighting)
",Sawk
Pokémon Y," Friend Safari (Fighting)
",Sawk
Pokémon Omega Ruby," Trade
",Sawk
Pokémon Alpha Sapphire," Route 112 (hidden Pokémon*)
",Sawk
Pokémon Sun and Moon," Pokémon Bank
",Sawk
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Sawk
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Sawk
Pokémon Sword," Route 8, Bridge Field, Giant's Mirror, Motostoke Outskirts, Motostoke Riverbank
",Sawk
Pokémon Shield," Trade Vanillish in Circhester
",Sawk
Pokémon Rumble Blast," Canyon: Volcanic Slope
",Sawk
PokéPark 2: Wonders Beyond," Crag Area
",Sawk
Pokémon Rumble U," Secret Warehouse: Fighters on Ice
",Sawk
Pokémon Battle Trozei," Safari Jungle: Stage 3^Mo
",Sawk
Pokémon Shuffle," Silbern Museum: Stage 99, Nacht Carnival: Stage 514
",Sawk
Pokémon Rumble World," Starlight Islands: Volcanic Ravine (All Areas)
",Sawk
Pokémon Black," Routes 10, 15, and 18, Pinwheel Forest (outside) (rustling grass)
",Throh
Pokémon White," Routes 10, 15, and 18, Pinwheel Forest (outside) (tall grass)
",Throh
Pokémon Black 2," Routes 15, 18, and 23, Pinwheel Forest (outside) (rustling grass), Victory Road (tall grass)
",Throh
Pokémon White 2," Routes 15, 18, and 23, Pinwheel Forest (outside), Victory Road (tall grass)
",Throh
Pokémon Dream World," Dream Park*
",Throh
Pokémon X," Friend Safari (Fighting)
",Throh
Pokémon Y," Route 11, Friend Safari (Fighting)
",Throh
Pokémon Omega Ruby," Route 112 (hidden Pokémon*)
",Throh
Pokémon Alpha Sapphire," Trade
",Throh
Pokémon Sun and Moon," Pokémon Bank
",Throh
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Throh
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Throh
Pokémon Sword," Trade Vanillish in Circhester
",Throh
Pokémon Shield," Route 8, Bridge Field, Giant's Mirror, Motostoke Outskirts, Motostoke Riverbank
",Throh
Pokémon Rumble Blast," Canyon: Volcanic Slope
",Throh
PokéPark 2: Wonders Beyond," Crag Area
",Throh
Pokémon Rumble U," Secret Warehouse: Fighters on Ice
",Throh
Pokémon Battle Trozei," Safari Jungle: Stage 3^Mo
",Throh
Pokémon Shuffle," Silbern Museum: Stage 98, Nacht Carnival: Stage 519
",Throh
Pokémon Rumble World," Plasma Tundra: Endless Cave (All Areas)
",Throh
Pokémon Black and White," Route 8, Icirrus City, Moor of Icirrus (Surfing in rippling water)
",Seismitoad
Pokémon Black 2 and White 2," Route 8, Icirrus City, Moor of Icirrus (Surfing in rippling water), Pinwheel Forest (outer; rustling grass)
",Seismitoad
Pokémon X and Y," Evolve Palpitoad
",Seismitoad
Pokémon Omega Ruby and Alpha Sapphire," Evolve Palpitoad
",Seismitoad
Pokémon Sun and Moon," Pokémon Bank
",Seismitoad
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Seismitoad
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Seismitoad
Pokémon Sword and Shield," Route 7, Axew's Eye, Lake of Outrage
",Seismitoad
Pokémon Rumble Blast," Lake: Shimmering Lake, World Axle - B2F
",Seismitoad
PokéPark 2: Wonders Beyond," Arbor Area
",Seismitoad
Pokémon Mystery Dungeon: Gates to Infinity," Ochre Quarry (1F-13F), Freezing Pillar (1F-14F), Windy Shoreline (1F-11F), Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall)
",Seismitoad
Pokémon Rumble U," Toy Collection: The Sword for Justice
",Seismitoad
Pokémon Battle Trozei," Safari Jungle: Stage 3^We
",Seismitoad
Pokémon Shuffle," Roseus Center: Stage 292, Marron Trail: Stage 657
",Seismitoad
Pokémon Rumble World," Black Realm: Soothing Shore (Back Boss)
",Seismitoad
Pokémon Black and White," Route 8, Icirrus City, Moor of Icirrus^Spring^Summer^Autumn
",Palpitoad
Pokémon Black 2 and White 2," Pinwheel Forest (outer), Route 8, Icirrus City, Moor of Icirrus^Spring^Summer^Autumn
",Palpitoad
Pokémon X and Y," Friend Safari (Ground)
",Palpitoad
Pokémon Omega Ruby and Alpha Sapphire," Evolve Tympole
",Palpitoad
Pokémon Sun and Moon," Pokémon Bank
",Palpitoad
Pokémon Ultra Sun and Ultra Moon," Pokémon Bank
",Palpitoad
Pokémon Let's Go Pikachu and Let's Go Eevee," Unobtainable
",Palpitoad
Pokémon Sword and Shield," North Lake Miloch, Giant's Seat, Giant's Mirror, Giant's Cap, Bridge Field, Dusty Bowl, Hammerlocke Hills
",Palpitoad
Pokémon Rumble Blast," Lake: Sun-Dappled Bank, Shimmering Lake, World Axle - B2F
",Palpitoad
Pokémon Mystery Dungeon: Gates to Infinity," Glacier Palace (1F-13F), Kilionea Road (B1-B10), Silent Tundra (Uncharted Road, Gilded Hall), Dreamy Island (Uncharted Road, Gilded Hall), Moonlit Forest (Gilded Hall)
",Palpitoad
